Tweet,Keyword,tweet_lowercase,tweet_without_stopwords,tweet_stemmed
"Africa is transitioning out of the pandemic phase of the Covid-19 outbreak and moving towards a situation where it will be managing the virus over the long term, the head of the World Health Organization on the continent said on Thursday. ",pandemic,"africa is transitioning out of the pandemic phase of the covid-19 outbreak and moving towards a situation where it will be managing the virus over the long term, the head of the world health organization on the continent said on thursday. ","africa transitioning pandemic phase covid-19 outbreak moving towards situation managing virus long term , head world health organization continent said thursday .","africa transit pandem phase covid-19 outbreak move toward situat manag viru long term , head world health organ contin said thursday ."
"Syaubari–Rasuwagadhi road upgrade work halted by pandemic yet to resume Authorities’ indifference to repair such a strategically important road is lamentable, locals say.  — by Balaram Ghimire",pandemic,"syaubari–rasuwagadhi road upgrade work halted by pandemic yet to resume authorities’ indifference to repair such a strategically important road is lamentable, locals say.  — by balaram ghimire","syaubari–rasuwagadhi road upgrade work halted pandemic yet resume authorities ’ indifference repair strategically important road lamentable , locals say . — balaram ghimire","syaubari–rasuwagadhi road upgrad work halt pandem yet resum author ’ indiffer repair strateg import road lament , local say . — balaram ghimir"
"Young people around the world took to the streets on Friday to demand urgent action to avert disastrous climate change, in their largest protest since the start of the Covid-19 pandemic. ",pandemic,"young people around the world took to the streets on friday to demand urgent action to avert disastrous climate change, in their largest protest since the start of the covid-19 pandemic. ","young people around world took streets friday demand urgent action avert disastrous climate change , largest protest since start covid-19 pandemic .","young peopl around world took street friday demand urgent action avert disastr climat chang , largest protest sinc start covid-19 pandem ."
"Four music videos of 2021 worth remembering Just after a difficult year of pandemic, 2021 brought about some of the finest music videos that are worth watching.  — by @Pinki_SR",pandemic,"four music videos of 2021 worth remembering just after a difficult year of pandemic, 2021 brought about some of the finest music videos that are worth watching.  — by @pinki_sr","four music videos 2021 worth remembering difficult year pandemic , 2021 brought finest music videos worth watching . — @ pinki_sr","four music video 2021 worth rememb difficult year pandem , 2021 brought finest music video worth watch . — @ pinki_sr"
EDITORIAL: No quick fix The pandemic is a reality check for the authorities who are entirely reliant on the service sector. ,pandemic,editorial: no quick fix the pandemic is a reality check for the authorities who are entirely reliant on the service sector. ,editorial : quick fix pandemic reality check authorities entirely reliant service sector .,editori : quick fix pandem realiti check author entir reliant servic sector .
EDITORIAL: First on the list Deuba needs to channelise his focus on fighting the coronavirus pandemic. ,pandemic,editorial: first on the list deuba needs to channelise his focus on fighting the coronavirus pandemic. ,editorial : first list deuba needs channelise focus fighting coronavirus pandemic .,editori : first list deuba need channelis focu fight coronaviru pandem .
Kathmandu yet to see Dashain travel rush Many people cite reduced incomes due to the pandemic as the reason for cancelling their annual holiday journeys home.  — by @AnupOjha7,pandemic,kathmandu yet to see dashain travel rush many people cite reduced incomes due to the pandemic as the reason for cancelling their annual holiday journeys home.  — by @anupojha7,kathmandu yet see dashain travel rush many people cite reduced incomes due pandemic reason cancelling annual holiday journeys home . — @ anupojha7,kathmandu yet see dashain travel rush mani peopl cite reduc incom due pandem reason cancel annual holiday journey home . — @ anupojha7
Regular vaccination programme takes hit amid Covid-19 pandemic Doctors warn disruption in the regular immunisation programme could pose a serious risk to children’s health.  — by @arjunpoudeltkp,pandemic,regular vaccination programme takes hit amid covid-19 pandemic doctors warn disruption in the regular immunisation programme could pose a serious risk to children’s health.  — by @arjunpoudeltkp,regular vaccination programme takes hit amid covid-19 pandemic doctors warn disruption regular immunisation programme could pose serious risk children ’ health . — @ arjunpoudeltkp,regular vaccin programm take hit amid covid-19 pandem doctor warn disrupt regular immunis programm could pose seriou risk children ’ health . — @ arjunpoudeltkp
"Covid-19 pandemic, snap polls cast a shadow of uncertainty over census Covid-19 pandemic, snap polls cast a shadow of uncertainty over census from July 30 to October 1.  — by @journoprithvi",pandemic,"covid-19 pandemic, snap polls cast a shadow of uncertainty over census covid-19 pandemic, snap polls cast a shadow of uncertainty over census from july 30 to october 1.  — by @journoprithvi","covid-19 pandemic , snap polls cast shadow uncertainty census covid-19 pandemic , snap polls cast shadow uncertainty census july 30 october 1 . — @ journoprithvi","covid-19 pandem , snap poll cast shadow uncertainti censu covid-19 pandem , snap poll cast shadow uncertainti censu juli 30 octob 1 . — @ journoprithvi"
"Government aims to equip districts with oxygen concentrators, but supply not enough Oxygen concentrator banks to be set up in districts to address existing and potential shortages in the event of a third wave of the pandemic.  — by @journoprithvi",pandemic,"government aims to equip districts with oxygen concentrators, but supply not enough oxygen concentrator banks to be set up in districts to address existing and potential shortages in the event of a third wave of the pandemic.  — by @journoprithvi","government aims equip districts oxygen concentrators , supply enough oxygen concentrator banks set districts address existing potential shortages event third wave pandemic . — @ journoprithvi","govern aim equip district oxygen concentr , suppli enough oxygen concentr bank set district address exist potenti shortag event third wave pandem . — @ journoprithvi"
OPINION: Pandemic and palliative care Creating a space for discussions about death when all medical options have been exhausted.  — by Kseniia Shapoval,pandemic,opinion: pandemic and palliative care creating a space for discussions about death when all medical options have been exhausted.  — by kseniia shapoval,opinion : pandemic palliative care creating space discussions death medical options exhausted . — kseniia shapoval,opinion : pandem palli care creat space discuss death medic option exhaust . — kseniia shapov
"OPINION: Reviving tourism The pandemic, hopefully, has taught us some lessons as we reflect on our mistakes.  — by @sujeevshakya",pandemic,"opinion: reviving tourism the pandemic, hopefully, has taught us some lessons as we reflect on our mistakes.  — by @sujeevshakya","opinion : reviving tourism pandemic , hopefully , taught us lessons reflect mistakes . — @ sujeevshakya","opinion : reviv tourism pandem , hope , taught us lesson reflect mistak . — @ sujeevshakya"
"Emerging from the Covid pandemic, again Global health officials cautioned the public against letting its guard down, while acknowledging a change in outlook nearly three years after the virus was first detected. ",pandemic,"emerging from the covid pandemic, again global health officials cautioned the public against letting its guard down, while acknowledging a change in outlook nearly three years after the virus was first detected. ","emerging covid pandemic , global health officials cautioned public letting guard , acknowledging change outlook nearly three years virus first detected .","emerg covid pandem , global health offici caution public let guard , acknowledg chang outlook nearli three year viru first detect ."
AS IT IS: Mental health of new mothers during the pandemic The mental well-being of new mothers is often overlooked and rarely taken into consideration.  — by @HeemaRai,pandemic,as it is: mental health of new mothers during the pandemic the mental well-being of new mothers is often overlooked and rarely taken into consideration.  — by @heemarai,: mental health new mothers pandemic mental well-being new mothers often overlooked rarely taken consideration . — @ heemarai,: mental health new mother pandem mental well-b new mother often overlook rare taken consider . — @ heemarai
"How tarot card readings are getting popular among Nepali youths The pandemic provided an opportunity for these new readers just while there were clients, and social media became the tool.  — by @Aakritigg",pandemic,"how tarot card readings are getting popular among nepali youths the pandemic provided an opportunity for these new readers just while there were clients, and social media became the tool.  — by @aakritigg","tarot card readings getting popular among nepali youths pandemic provided opportunity new readers clients , social media became tool . — @ aakritigg","tarot card read get popular among nepali youth pandem provid opportun new reader client , social media becam tool . — @ aakritigg"
"Music fans globally are spending more time listening to tunes, about 18.4 hours a week on average, and have turned to their favourite artists for comfort during the Covid-19 pandemic, according to a survey published on Thursday. ",pandemic,"music fans globally are spending more time listening to tunes, about 18.4 hours a week on average, and have turned to their favourite artists for comfort during the covid-19 pandemic, according to a survey published on thursday. ","music fans globally spending time listening tunes , 18.4 hours week average , turned favourite artists comfort covid-19 pandemic , according survey published thursday .","music fan global spend time listen tune , 18.4 hour week averag , turn favourit artist comfort covid-19 pandem , accord survey publish thursday ."
"MCC officials wrap up visit hoping the US programme’s ratification A message, however, is clear to Nepali leadership—it has already been too late and further delay could impact economic recovery at a time of the pandemic.  — by @journoprithvi",pandemic,"mcc officials wrap up visit hoping the us programme’s ratification a message, however, is clear to nepali leadership—it has already been too late and further delay could impact economic recovery at a time of the pandemic.  — by @journoprithvi","mcc officials wrap visit hoping us programme ’ ratification message , however , clear nepali leadership—it already late delay could impact economic recovery time pandemic . — @ journoprithvi","mcc offici wrap visit hope us programm ’ ratif messag , howev , clear nepali leadership—it alreadi late delay could impact econom recoveri time pandem . — @ journoprithvi"
E-commerce shines as pandemic bites 2021 will be considered as a redefining year for the online marketplace and consumers.  — by @PrasainKrishana,pandemic,e-commerce shines as pandemic bites 2021 will be considered as a redefining year for the online marketplace and consumers.  — by @prasainkrishana,e-commerce shines pandemic bites 2021 considered redefining year online marketplace consumers . — @ prasainkrishana,e-commerc shine pandem bite 2021 consid redefin year onlin marketplac consum . — @ prasainkrishana
"Tokyo doused its Olympic flame in a ceremony on Sunday that echoed the restraint of a Games that played out without spectators and were defined and transformed by the global pandemic, dazzling sport and deeply person turmoil. ",pandemic,"tokyo doused its olympic flame in a ceremony on sunday that echoed the restraint of a games that played out without spectators and were defined and transformed by the global pandemic, dazzling sport and deeply person turmoil. ","tokyo doused olympic flame ceremony sunday echoed restraint games played without spectators defined transformed global pandemic , dazzling sport deeply person turmoil .","tokyo dous olymp flame ceremoni sunday echo restraint game play without spectat defin transform global pandem , dazzl sport deepli person turmoil ."
"The joy of giving In Boudha, Sonam Wangchen, a Buddhist monk, has been quietly helping thousands of people hit hard by the pandemic. This is his story.  — by @TseringNgodupL1",pandemic,"the joy of giving in boudha, sonam wangchen, a buddhist monk, has been quietly helping thousands of people hit hard by the pandemic. this is his story.  — by @tseringngodupl1","joy giving boudha , sonam wangchen , buddhist monk , quietly helping thousands people hit hard pandemic . story . — @ tseringngodupl1","joy give boudha , sonam wangchen , buddhist monk , quietli help thousand peopl hit hard pandem . stori . — @ tseringngodupl1"
"Pandemic leaves migrant workers with worries piling up and savings depleting With international flights suspended, many cannot return home–and they don’t have jobs as their contact is over.  — by @CK_Mandal",pandemic,"pandemic leaves migrant workers with worries piling up and savings depleting with international flights suspended, many cannot return home–and they don’t have jobs as their contact is over.  — by @ck_mandal","pandemic leaves migrant workers worries piling savings depleting international flights suspended , many return home–and ’ jobs contact . — @ ck_mandal","pandem leav migrant worker worri pile save deplet intern flight suspend , mani return home–and ’ job contact . — @ ck_mandal"
BOOKS: A classic born out of contemporary trauma The Blind Matriarch’ by Namita Gokhale captures a picture of middle-class life battling the pandemic.  — by Richa Bhattarai,pandemic,books: a classic born out of contemporary trauma the blind matriarch’ by namita gokhale captures a picture of middle-class life battling the pandemic.  — by richa bhattarai,books : classic born contemporary trauma blind matriarch ’ namita gokhale captures picture middle-class life battling pandemic . — richa bhattarai,book : classic born contemporari trauma blind matriarch ’ namita gokhal captur pictur middle-class life battl pandem . — richa bhattarai
"Prithvi Highway road widening work at snail’s pace The highway’s 80-km Aanbukhaireni-Pokhara section is being widened to four lanes, but pandemic and delay in site clearance have hampered the work.  — by @anjel_joya",pandemic,"prithvi highway road widening work at snail’s pace the highway’s 80-km aanbukhaireni-pokhara section is being widened to four lanes, but pandemic and delay in site clearance have hampered the work.  — by @anjel_joya","prithvi highway road widening work snail ’ pace highway ’ 80-km aanbukhaireni-pokhara section widened four lanes , pandemic delay site clearance hampered work . — @ anjel_joya","prithvi highway road widen work snail ’ pace highway ’ 80-km aanbukhaireni-pokhara section widen four lane , pandem delay site clearanc hamper work . — @ anjel_joya"
Influenza cases rising amid Covid-19 pandemic Health experts warn of increase in severity and fatality due to misdiagnosis and negligence.  — by @arjunpoudeltkp,pandemic,influenza cases rising amid covid-19 pandemic health experts warn of increase in severity and fatality due to misdiagnosis and negligence.  — by @arjunpoudeltkp,influenza cases rising amid covid-19 pandemic health experts warn increase severity fatality due misdiagnosis negligence . — @ arjunpoudeltkp,influenza case rise amid covid-19 pandem health expert warn increas sever fatal due misdiagnosi neglig . — @ arjunpoudeltkp
"Government has yet to get oxygen-related supplies to treat Covid-19 patients As the second wave of Covid-19 pandemic grips the country, the government has so far wholly relied on donors and private sector for crucial medical equipment.  — by @journoprithvi",pandemic,"government has yet to get oxygen-related supplies to treat covid-19 patients as the second wave of covid-19 pandemic grips the country, the government has so far wholly relied on donors and private sector for crucial medical equipment.  — by @journoprithvi","government yet get oxygen-related supplies treat covid-19 patients second wave covid-19 pandemic grips country , government far wholly relied donors private sector crucial medical equipment . — @ journoprithvi","govern yet get oxygen-rel suppli treat covid-19 patient second wave covid-19 pandem grip countri , govern far wholli reli donor privat sector crucial medic equip . — @ journoprithvi"
"Pandemic-induced boom in e-commerce reshaped financial services, Daraz says E-commerce platforms help small-and-medium-scale entrepreneurs to build marketing capacity. ",pandemic,"pandemic-induced boom in e-commerce reshaped financial services, daraz says e-commerce platforms help small-and-medium-scale entrepreneurs to build marketing capacity. ","pandemic-induced boom e-commerce reshaped financial services , daraz says e-commerce platforms help small-and-medium-scale entrepreneurs build marketing capacity .","pandemic-induc boom e-commerc reshap financi servic , daraz say e-commerc platform help small-and-medium-scal entrepreneur build market capac ."
BOOKS: The perfect book to brighten the pandemic gloom ‘The House in the Cerulean Sea’ is a rare novel that anyone from nine to ninety (and beyond) can enjoy.  — by @15n3quarters,pandemic,books: the perfect book to brighten the pandemic gloom ‘the house in the cerulean sea’ is a rare novel that anyone from nine to ninety (and beyond) can enjoy.  — by @15n3quarters,books : perfect book brighten pandemic gloom ‘ house cerulean sea ’ rare novel anyone nine ninety ( beyond ) enjoy . — @ 15n3quarters,book : perfect book brighten pandem gloom ‘ hous cerulean sea ’ rare novel anyon nine nineti ( beyond ) enjoy . — @ 15n3quarter
"Pfizer says pandemic could extend to 2024, vaccine data for younger children delayed Early data suggests that three doses of the shot may be necessary to protect against the Omicron variant. ",pandemic,"pfizer says pandemic could extend to 2024, vaccine data for younger children delayed early data suggests that three doses of the shot may be necessary to protect against the omicron variant. ","pfizer says pandemic could extend 2024 , vaccine data younger children delayed early data suggests three doses shot may necessary protect omicron variant .","pfizer say pandem could extend 2024 , vaccin data younger children delay earli data suggest three dose shot may necessari protect omicron variant ."
"In his 46-minute address, he covered the entire pressing issues of the country entirely, including the fight against the pandemic, vaccine shortage, political confrontation, and dissolution of Parliament.  — by @anilkathmandu",pandemic,"in his 46-minute address, he covered the entire pressing issues of the country entirely, including the fight against the pandemic, vaccine shortage, political confrontation, and dissolution of parliament.  — by @anilkathmandu","46-minute address , covered entire pressing issues country entirely , including fight pandemic , vaccine shortage , political confrontation , dissolution parliament . — @ anilkathmandu","46-minut address , cover entir press issu countri entir , includ fight pandem , vaccin shortag , polit confront , dissolut parliament . — @ anilkathmandu"
"Malnutrition cases up several fold amid Covid-19 pandemic Severity and deaths will increase if malnourished children are infected with the coronavirus, doctors say.  — by @arjunpoudeltkp",pandemic,"malnutrition cases up several fold amid covid-19 pandemic severity and deaths will increase if malnourished children are infected with the coronavirus, doctors say.  — by @arjunpoudeltkp","malnutrition cases several fold amid covid-19 pandemic severity deaths increase malnourished children infected coronavirus , doctors say . — @ arjunpoudeltkp","malnutrit case sever fold amid covid-19 pandem sever death increas malnourish children infect coronaviru , doctor say . — @ arjunpoudeltkp"
OPINION: Covid-19: No longer a pandemic? There is still a lack of scientific consensus on the criterion that determines whether a pandemic is over.  — by Sher Bahadur Pun,pandemic,opinion: covid-19: no longer a pandemic? there is still a lack of scientific consensus on the criterion that determines whether a pandemic is over.  — by sher bahadur pun,opinion : covid-19 : longer pandemic ? still lack scientific consensus criterion determines whether pandemic . — sher bahadur pun,opinion : covid-19 : longer pandem ? still lack scientif consensu criterion determin whether pandem . — sher bahadur pun
"Many people are reluctant to undergo Covid-19 tests Doctors warn a third wave of pandemic could hit the country only in a matter of days, as the authorities are lifting restrictions while the positivity rate is still high.  — by @arjunpoudeltkp",pandemic,"many people are reluctant to undergo covid-19 tests doctors warn a third wave of pandemic could hit the country only in a matter of days, as the authorities are lifting restrictions while the positivity rate is still high.  — by @arjunpoudeltkp","many people reluctant undergo covid-19 tests doctors warn third wave pandemic could hit country matter days , authorities lifting restrictions positivity rate still high . — @ arjunpoudeltkp","mani peopl reluct undergo covid-19 test doctor warn third wave pandem could hit countri matter day , author lift restrict posit rate still high . — @ arjunpoudeltkp"
"Nepal's industrial capacity utilisation hampered by Covid-19, report says The country’s industrial sector continues to face uncertainty due to raw material and manpower shortages during the pandemic.  — by @PrasainKrishana",pandemic,"nepal's industrial capacity utilisation hampered by covid-19, report says the country’s industrial sector continues to face uncertainty due to raw material and manpower shortages during the pandemic.  — by @prasainkrishana","nepal 's industrial capacity utilisation hampered covid-19 , report says country ’ industrial sector continues face uncertainty due raw material manpower shortages pandemic . — @ prasainkrishana","nepal 's industri capac utilis hamper covid-19 , report say countri ’ industri sector continu face uncertainti due raw materi manpow shortag pandem . — @ prasainkrishana"
"Indian shares subdued, set for worst quarter since beginning of pandemic Foreign investors have sold Indian equities worth $13.81 billion in the April-June quarter, the biggest outflow since at least 2008. ",pandemic,"indian shares subdued, set for worst quarter since beginning of pandemic foreign investors have sold indian equities worth $13.81 billion in the april-june quarter, the biggest outflow since at least 2008. ","indian shares subdued , set worst quarter since beginning pandemic foreign investors sold indian equities worth $ 13.81 billion april-june quarter , biggest outflow since least 2008 .","indian share subdu , set worst quarter sinc begin pandem foreign investor sold indian equiti worth $ 13.81 billion april-jun quarter , biggest outflow sinc least 2008 ."
"FICTION PARK: Ghanashyam Bista and Omicron In the midst of a pandemic, Bista wants to throw a reunion party but his close friend dissuades him from doing so.  — by Pratik Mainali",pandemic,"fiction park: ghanashyam bista and omicron in the midst of a pandemic, bista wants to throw a reunion party but his close friend dissuades him from doing so.  — by pratik mainali","fiction park : ghanashyam bista omicron midst pandemic , bista wants throw reunion party close friend dissuades . — pratik mainali","fiction park : ghanashyam bista omicron midst pandem , bista want throw reunion parti close friend dissuad . — pratik mainali"
"China reports huge rise in Covid-related deaths after data criticism While international health experts have predicted at least 1 million Covid-related deaths this year, China had previously reported just over 5,000 since the pandemic began. ",pandemic,"china reports huge rise in covid-related deaths after data criticism while international health experts have predicted at least 1 million covid-related deaths this year, china had previously reported just over 5,000 since the pandemic began. ","china reports huge rise covid-related deaths data criticism international health experts predicted least 1 million covid-related deaths year , china previously reported 5,000 since pandemic began .","china report huge rise covid-rel death data critic intern health expert predict least 1 million covid-rel death year , china previous report 5,000 sinc pandem began ."
"World stocks headed for their worst week since markets’ pandemic meltdown in March 2020 as leading central banks doubled down on tighter policy in an effort to tame inflation, setting investors on edge about future economic growth. ",pandemic,"world stocks headed for their worst week since markets’ pandemic meltdown in march 2020 as leading central banks doubled down on tighter policy in an effort to tame inflation, setting investors on edge about future economic growth. ","world stocks headed worst week since markets ’ pandemic meltdown march 2020 leading central banks doubled tighter policy effort tame inflation , setting investors edge future economic growth .","world stock head worst week sinc market ’ pandem meltdown march 2020 lead central bank doubl tighter polici effort tame inflat , set investor edg futur econom growth ."
OPINION: A pandemic of apathy: How our MPs failed to address Covid-19 It's our great misfortune that the ones in power continue to protect their own interests.  — by @madhukaru,pandemic,opinion: a pandemic of apathy: how our mps failed to address covid-19 it's our great misfortune that the ones in power continue to protect their own interests.  — by @madhukaru,opinion : pandemic apathy : mps failed address covid-19 's great misfortune ones power continue protect interests . — @ madhukaru,opinion : pandem apathi : mp fail address covid-19 's great misfortun one power continu protect interest . — @ madhukaru
"OPINION: Go ahead, enjoy your memes Taking a break to view and share bits of cute and funny pop culture can address pandemic stress.  — by @JessMyrick",pandemic,"opinion: go ahead, enjoy your memes taking a break to view and share bits of cute and funny pop culture can address pandemic stress.  — by @jessmyrick","opinion : go ahead , enjoy memes taking break view share bits cute funny pop culture address pandemic stress . — @ jessmyrick","opinion : go ahead , enjoy meme take break view share bit cute funni pop cultur address pandem stress . — @ jessmyrick"
"Thamel is buzzing again as tourists return Footfall in Kathmandu’s tourist hub has increased, after being devastated by the Covid pandemic, but entrepreneurs say business is yet to pick up pace.  — by @Pa_w_1",pandemic,"thamel is buzzing again as tourists return footfall in kathmandu’s tourist hub has increased, after being devastated by the covid pandemic, but entrepreneurs say business is yet to pick up pace.  — by @pa_w_1","thamel buzzing tourists return footfall kathmandu ’ tourist hub increased , devastated covid pandemic , entrepreneurs say business yet pick pace . — @ pa_w_1","thamel buzz tourist return footfal kathmandu ’ tourist hub increas , devast covid pandem , entrepreneur say busi yet pick pace . — @ pa_w_1"
"OPINION: Big budget, big promises Given that the pandemic is affecting economies everywhere, Nepal’s budget is exceptionally far-fetched.  — by @csapkota",pandemic,"opinion: big budget, big promises given that the pandemic is affecting economies everywhere, nepal’s budget is exceptionally far-fetched.  — by @csapkota","opinion : big budget , big promises given pandemic affecting economies everywhere , nepal ’ budget exceptionally far-fetched . — @ csapkota","opinion : big budget , big promis given pandem affect economi everywher , nepal ’ budget except far-fetch . — @ csapkota"
"The rise, fall, and rise of fashion rental business Kathmandu’s fashion rental stores, which were dealt a huge blow by the Covid-19 pandemic, are now making a comeback.  — by @Pinki_SR",pandemic,"the rise, fall, and rise of fashion rental business kathmandu’s fashion rental stores, which were dealt a huge blow by the covid-19 pandemic, are now making a comeback.  — by @pinki_sr","rise , fall , rise fashion rental business kathmandu ’ fashion rental stores , dealt huge blow covid-19 pandemic , making comeback . — @ pinki_sr","rise , fall , rise fashion rental busi kathmandu ’ fashion rental store , dealt huge blow covid-19 pandem , make comeback . — @ pinki_sr"
EDITORIAL: Poaching amid pandemic Locals must be taught that the destruction of wildlife will adversely affect their way of life too. ,pandemic,editorial: poaching amid pandemic locals must be taught that the destruction of wildlife will adversely affect their way of life too. ,editorial : poaching amid pandemic locals must taught destruction wildlife adversely affect way life .,editori : poach amid pandem local must taught destruct wildlif advers affect way life .
"FICTION PARK: The pandemic wedding Kris and Kiyana wedding went great, but a few days later, attendees started falling sick.  — by Santosh Kalwar",pandemic,"fiction park: the pandemic wedding kris and kiyana wedding went great, but a few days later, attendees started falling sick.  — by santosh kalwar","fiction park : pandemic wedding kris kiyana wedding went great , days later , attendees started falling sick . — santosh kalwar","fiction park : pandem wed kri kiyana wed went great , day later , attende start fall sick . — santosh kalwar"
"Foreign investment commitments remain in negative territory The coronavirus pandemic, unstable politics and ever changing policies have made potential investors wary, officials say.  — by @PrasainKrishana",pandemic,"foreign investment commitments remain in negative territory the coronavirus pandemic, unstable politics and ever changing policies have made potential investors wary, officials say.  — by @prasainkrishana","foreign investment commitments remain negative territory coronavirus pandemic , unstable politics ever changing policies made potential investors wary , officials say . — @ prasainkrishana","foreign invest commit remain neg territori coronaviru pandem , unstabl polit ever chang polici made potenti investor wari , offici say . — @ prasainkrishana"
Swine flu cases rise amid fourth wave of the pandemic At least 57 cases of H1N1 known as swine flu have been reported in the last two months. Experts suggest that authorities concerned should step up surveillance measures.  — by @arjunpoudeltkp,pandemic,swine flu cases rise amid fourth wave of the pandemic at least 57 cases of h1n1 known as swine flu have been reported in the last two months. experts suggest that authorities concerned should step up surveillance measures.  — by @arjunpoudeltkp,swine flu cases rise amid fourth wave pandemic least 57 cases h1n1 known swine flu reported last two months . experts suggest authorities concerned step surveillance measures . — @ arjunpoudeltkp,swine flu case rise amid fourth wave pandem least 57 case h1n1 known swine flu report last two month . expert suggest author concern step surveil measur . — @ arjunpoudeltkp
OPINION: Closing the global childcare gap The pandemic taught high-income countries a valuable lesson about the importance of childcare.  — by @modonnell1231,pandemic,opinion: closing the global childcare gap the pandemic taught high-income countries a valuable lesson about the importance of childcare.  — by @modonnell1231,opinion : closing global childcare gap pandemic taught high-income countries valuable lesson importance childcare . — @ modonnell1231,opinion : close global childcar gap pandem taught high-incom countri valuabl lesson import childcar . — @ modonnell1231
Drugmakers propose swift pandemic response benefiting poorer countries ,pandemic,drugmakers propose swift pandemic response benefiting poorer countries ,drugmakers propose swift pandemic response benefiting poorer countries,drugmak propos swift pandem respons benefit poorer countri
"E-commerce watchers expect modest growth due to embargo, inflation Rising cases of dengue in Kathmandu may also drive shoppers to online stores in a replay of pandemic days, sellers say.  — by @PrasainKrishana",pandemic,"e-commerce watchers expect modest growth due to embargo, inflation rising cases of dengue in kathmandu may also drive shoppers to online stores in a replay of pandemic days, sellers say.  — by @prasainkrishana","e-commerce watchers expect modest growth due embargo , inflation rising cases dengue kathmandu may also drive shoppers online stores replay pandemic days , sellers say . — @ prasainkrishana","e-commerc watcher expect modest growth due embargo , inflat rise case dengu kathmandu may also drive shopper onlin store replay pandem day , seller say . — @ prasainkrishana"
"OPINION: Pandemic effects on periods Whatever the case, changes to menstrual cycles after vaccination are short-lived.  — by @GKountourides",pandemic,"opinion: pandemic effects on periods whatever the case, changes to menstrual cycles after vaccination are short-lived.  — by @gkountourides","opinion : pandemic effects periods whatever case , changes menstrual cycles vaccination short-lived . — @ gkountourides","opinion : pandem effect period whatev case , chang menstrual cycl vaccin short-liv . — @ gkountourid"
"Doctors say most countries have dedicated agencies for controlling existing and all emerging diseases and Nepal also needs a similar mechanism to tackle the ongoing Covid pandemic, and outbreaks of dengue, cholera and scrub typhus among other diseases. ",pandemic,"doctors say most countries have dedicated agencies for controlling existing and all emerging diseases and nepal also needs a similar mechanism to tackle the ongoing covid pandemic, and outbreaks of dengue, cholera and scrub typhus among other diseases. ","doctors say countries dedicated agencies controlling existing emerging diseases nepal also needs similar mechanism tackle ongoing covid pandemic , outbreaks dengue , cholera scrub typhus among diseases .","doctor say countri dedic agenc control exist emerg diseas nepal also need similar mechan tackl ongo covid pandem , outbreak dengu , cholera scrub typhu among diseas ."
OPINION: Transforming education after the pandemic The Covid-19 crisis has exposed the worsening inequality of learning opportunities.  — by Julia Gillard,pandemic,opinion: transforming education after the pandemic the covid-19 crisis has exposed the worsening inequality of learning opportunities.  — by julia gillard,opinion : transforming education pandemic covid-19 crisis exposed worsening inequality learning opportunities . — julia gillard,opinion : transform educ pandem covid-19 crisi expos worsen inequ learn opportun . — julia gillard
OPINION: How not to manage a crisis Society’s handling of the pandemic reflects on the government’s performance.  — by @sujeevshakya,pandemic,opinion: how not to manage a crisis society’s handling of the pandemic reflects on the government’s performance.  — by @sujeevshakya,opinion : manage crisis society ’ handling pandemic reflects government ’ performance . — @ sujeevshakya,opinion : manag crisi societi ’ handl pandem reflect govern ’ perform . — @ sujeevshakya
Migrant workers continue to crowd Teku hospital Crowding has been a problem everywhere ever since the government relaxed most of the pandemic-related restrictions.  — by @AnupOjha7,pandemic,migrant workers continue to crowd teku hospital crowding has been a problem everywhere ever since the government relaxed most of the pandemic-related restrictions.  — by @anupojha7,migrant workers continue crowd teku hospital crowding problem everywhere ever since government relaxed pandemic-related restrictions . — @ anupojha7,migrant worker continu crowd teku hospit crowd problem everywher ever sinc govern relax pandemic-rel restrict . — @ anupojha7
"Pandemic adds challenges for tiger protection, wildlife conservationists say  — by @CK_Mandal",pandemic,"pandemic adds challenges for tiger protection, wildlife conservationists say  — by @ck_mandal","pandemic adds challenges tiger protection , wildlife conservationists say — @ ck_mandal","pandem add challeng tiger protect , wildlif conservationist say — @ ck_mandal"
"Elections in the time of a raging pandemic, a recipe for disaster  — by @arjunpoudeltkp",pandemic,"elections in the time of a raging pandemic, a recipe for disaster  — by @arjunpoudeltkp","elections time raging pandemic , recipe disaster — @ arjunpoudeltkp","elect time rage pandem , recip disast — @ arjunpoudeltkp"
"OPINION: Tackling the pandemic of inequality Asia-Pacific countries must maintain public spending on health care, education and social protection.  — by Armida Salsiah Alisjahbana",pandemic,"opinion: tackling the pandemic of inequality asia-pacific countries must maintain public spending on health care, education and social protection.  — by armida salsiah alisjahbana","opinion : tackling pandemic inequality asia-pacific countries must maintain public spending health care , education social protection . — armida salsiah alisjahbana","opinion : tackl pandem inequ asia-pacif countri must maintain public spend health care , educ social protect . — armida salsiah alisjahbana"
OPINION: How China won the battle against Covid-19 The Chinese government has provided hundreds of billions of anti-pandemic materials to 153 countries.  — by @PRCAmbNepal,pandemic,opinion: how china won the battle against covid-19 the chinese government has provided hundreds of billions of anti-pandemic materials to 153 countries.  — by @prcambnepal,opinion : china battle covid-19 chinese government provided hundreds billions anti-pandemic materials 153 countries . — @ prcambnepal,opinion : china battl covid-19 chines govern provid hundr billion anti-pandem materi 153 countri . — @ prcambnep
