Tweet,Keyword,tweet_lowercase
OPINION: Stopping the for-profit pandemic Governments must take action to counter the role of the private sector in undermining public health.  — by Andres Constantin,pandemic,opinion: stopping the for-profit pandemic governments must take action to counter the role of the private sector in undermining public health.  — by andres constantin
"From Paris to Glasgow: cutting through climate jargon COP26, the 26th annual meeting, is being held under a British presidency, albeit a year late because of the coronavirus pandemic. ",pandemic,"from paris to glasgow: cutting through climate jargon cop26, the 26th annual meeting, is being held under a british presidency, albeit a year late because of the coronavirus pandemic. "
INTERVIEW: A peek into the Nepali economy during the pandemic Business and economy writer and entrepreneur Sujeev Shakya gives the Post an exclusive interview on his upcoming book ‘The Pandemic Years’. ,pandemic,interview: a peek into the nepali economy during the pandemic business and economy writer and entrepreneur sujeev shakya gives the post an exclusive interview on his upcoming book ‘the pandemic years’. 
Measles: Global increase in cases The Covid-19 pandemic made it difficult to deal with the measles outbreak and stop its spread.  — read opinion by @con_meehan,pandemic,measles: global increase in cases the covid-19 pandemic made it difficult to deal with the measles outbreak and stop its spread.  — read opinion by @con_meehan
"Covid-19 pandemic cut life expectancy by most since World War Two: study Life expectancy fell by more than six months compared with 2019 in 22 of the 29 countries analysed in the study, which spanned Europe, the United States and Chile. ",pandemic,"covid-19 pandemic cut life expectancy by most since world war two: study life expectancy fell by more than six months compared with 2019 in 22 of the 29 countries analysed in the study, which spanned europe, the united states and chile. "
"Infection fears force farmers to go it alone The pandemic has ended the tradition of working in each other's fields during the busy season, say farmers.  — by Angadhar Tiwari &amp; Prakash Baral",pandemic,"infection fears force farmers to go it alone the pandemic has ended the tradition of working in each other's fields during the busy season, say farmers.  — by angadhar tiwari &amp; prakash baral"
"OPINION: Reviving pandemic-affected sex work Apart from income loss, the pandemic has increased pre-existing inequalities for sex workers.  — by Deeplina Banerjee &amp; Andrea Bruke",pandemic,"opinion: reviving pandemic-affected sex work apart from income loss, the pandemic has increased pre-existing inequalities for sex workers.  — by deeplina banerjee &amp; andrea bruke"
"Discrimination cases got worse during pandemic, Dalit rights advocates say Incidents of discrimination haven’t decreased due to lax implementation of law, according to national rights body.  — by @binodjourno",pandemic,"discrimination cases got worse during pandemic, dalit rights advocates say incidents of discrimination haven’t decreased due to lax implementation of law, according to national rights body.  — by @binodjourno"
"Covid-19 fund idle as pandemic paralyses nation Coronavirus Prevention and Control Fund officials say there was no demand for resources, but others blame political crisis for the disuse.  — by @journoprithvi",pandemic,"covid-19 fund idle as pandemic paralyses nation coronavirus prevention and control fund officials say there was no demand for resources, but others blame political crisis for the disuse.  — by @journoprithvi"
"Global Covid-19 cases surpass 200 million as Delta variant spreads At least 2.6 percent of the world’s population has been infected since the pandemic started, with the true figure likely higher due to limited testing in many places. ",pandemic,"global covid-19 cases surpass 200 million as delta variant spreads at least 2.6 percent of the world’s population has been infected since the pandemic started, with the true figure likely higher due to limited testing in many places. "
"The use of five substitutes, introduced as a tweak to the rules because of the Covid-19 pandemic, will be formally written into the Laws of the Game at a meeting in Doha on Monday, the International Football Association Board (IFAB) said. ",pandemic,"the use of five substitutes, introduced as a tweak to the rules because of the covid-19 pandemic, will be formally written into the laws of the game at a meeting in doha on monday, the international football association board (ifab) said. "
"First Covid case found at athletes’ village, stoking fears ahead of Games The 2020 Games, postponed for a year due to the global pandemic, is being held mostly without spectators and under tight quarantine rules. ",pandemic,"first covid case found at athletes’ village, stoking fears ahead of games the 2020 games, postponed for a year due to the global pandemic, is being held mostly without spectators and under tight quarantine rules. "
"‘Satya Mohan’, a book on a true giant of history, launched The biography on the centenarian, a cultural institution in his own right, is a vivid account of his perspectives spanning the Rana regime to the current pandemic.  — by @AnupOjha7",pandemic,"‘satya mohan’, a book on a true giant of history, launched the biography on the centenarian, a cultural institution in his own right, is a vivid account of his perspectives spanning the rana regime to the current pandemic.  — by @anupojha7"
OPINION: How to manage health supplies The pandemic has thoroughly exposed the hollowness of our data management system.  — by @RosheeLC,pandemic,opinion: how to manage health supplies the pandemic has thoroughly exposed the hollowness of our data management system.  — by @rosheelc
Samples to be sent to UK to widen whole-genome sequencing testing Authorities seek to know the virus variant in circulation to be able to prepare effective pandemic strategies.  — by @arjunpoudeltkp,pandemic,samples to be sent to uk to widen whole-genome sequencing testing authorities seek to know the virus variant in circulation to be able to prepare effective pandemic strategies.  — by @arjunpoudeltkp
An ILO study says Nepal’s foreign employment agencies experienced various obstacles in running their businesses due to the pandemic and have been left to fend for themselves.  — by @CK_Mandal,pandemic,an ilo study says nepal’s foreign employment agencies experienced various obstacles in running their businesses due to the pandemic and have been left to fend for themselves.  — by @ck_mandal
"Covid-19 pandemic has disproportionately affected trafficking survivors: Report The report recommends local governments to address the impacts of Covid-19 on the livelihoods, physical &amp; mental well-being of the trafficked survivors &amp; returnee migrants. ",pandemic,"covid-19 pandemic has disproportionately affected trafficking survivors: report the report recommends local governments to address the impacts of covid-19 on the livelihoods, physical &amp; mental well-being of the trafficked survivors &amp; returnee migrants. "
"Congress at a crossroads— party must hold convention by September, but how Nepali Congress has already exhausted provisions that allow the delaying of general convention, and it cannot push it any further. And there is a pandemic.  — by @anilkathmandu",pandemic,"congress at a crossroads— party must hold convention by september, but how nepali congress has already exhausted provisions that allow the delaying of general convention, and it cannot push it any further. and there is a pandemic.  — by @anilkathmandu"
"Allow home delivery of essential items, rules Supreme Court Restricting home deliveries following safety protocols during pandemic was irrational, say entrepreneurs.  — by @PrasainKrishana",pandemic,"allow home delivery of essential items, rules supreme court restricting home deliveries following safety protocols during pandemic was irrational, say entrepreneurs.  — by @prasainkrishana"
Covid-19 pandemic affects work of Debt Recovery Tribunal Just Rs4 billion recovered in the last two fiscal years while Rs5.7 billion was recovered in the fiscal year 2018-19.  — by @journoprithvi,pandemic,covid-19 pandemic affects work of debt recovery tribunal just rs4 billion recovered in the last two fiscal years while rs5.7 billion was recovered in the fiscal year 2018-19.  — by @journoprithvi
"In this interview, Indian Nobel Peace Laureate Kailash Satyarthi talks to the Post's @binodjourno about the situation of children particularly after the Covid pandemic. ",pandemic,"in this interview, indian nobel peace laureate kailash satyarthi talks to the post's @binodjourno about the situation of children particularly after the covid pandemic. "
Small businesses were more affected by pandemic but paid handsome taxes Large Taxpayer Office missed target by 20 percent last year.  — by @journoprithvi,pandemic,small businesses were more affected by pandemic but paid handsome taxes large taxpayer office missed target by 20 percent last year.  — by @journoprithvi
"WHO sees more evidence that Omicron causes milder symptoms While case numbers have surged to all-time records, the hospitalisation and death rates are often lower than at other phases in the pandemic. ",pandemic,"who sees more evidence that omicron causes milder symptoms while case numbers have surged to all-time records, the hospitalisation and death rates are often lower than at other phases in the pandemic. "
"Data from the early days of the Covid pandemic, briefly uploaded to a database by Chinese scientists, gives information on its origins, including suggesting a role for raccoon dogs in the coronavirus reaching humans, international researchers said. ",pandemic,"data from the early days of the covid pandemic, briefly uploaded to a database by chinese scientists, gives information on its origins, including suggesting a role for raccoon dogs in the coronavirus reaching humans, international researchers said. "
"Around 27 percent Nepalis indebted due to Covid-19 pandemic: UNICEF report Twelve percent population reports selling assets, seven percent reduced food for children. Six percent lost their jobs, according to the study.  — by @arjunpoudeltkp",pandemic,"around 27 percent nepalis indebted due to covid-19 pandemic: unicef report twelve percent population reports selling assets, seven percent reduced food for children. six percent lost their jobs, according to the study.  — by @arjunpoudeltkp"
"US Secretary of State Antony Blinken calls Prime Minister Sher Bahadur Deuba During the phone conversation, talks focussed on the Covid-19 pandemic and effects of climate change, according to Blinken, who is in Delhi for a two-day visit. ",pandemic,"us secretary of state antony blinken calls prime minister sher bahadur deuba during the phone conversation, talks focussed on the covid-19 pandemic and effects of climate change, according to blinken, who is in delhi for a two-day visit. "
"The World Health Organization on Wednesday released an updated plan for Covid-19, laying out key strategies that, if implemented in 2022, would allow the world to end the emergency phase of the pandemic. ",pandemic,"the world health organization on wednesday released an updated plan for covid-19, laying out key strategies that, if implemented in 2022, would allow the world to end the emergency phase of the pandemic. "
"United Nations calls for support to its Nepal Covid-19 emergency response plan The Rs9.7 billion plan fund is being set up to assist 750,000 of the most vulnerable people affected by the pandemic. ",pandemic,"united nations calls for support to its nepal covid-19 emergency response plan the rs9.7 billion plan fund is being set up to assist 750,000 of the most vulnerable people affected by the pandemic. "
An attandant at a handicraft shop in Bhaktapur is glued to her smartphone on Thursday. Nepal’s tourism sector is in a gradual recovery after the Covid pandemic. Photo by: @dpak_kc ,pandemic,an attandant at a handicraft shop in bhaktapur is glued to her smartphone on thursday. nepal’s tourism sector is in a gradual recovery after the covid pandemic. photo by: @dpak_kc 
"Nepali, Indian stakeholders stress joint effort to curb human trafficking Human trafficking that was rife after the 2015 earthquakes further increased during the pandemic.  — by @rajeshkantipur",pandemic,"nepali, indian stakeholders stress joint effort to curb human trafficking human trafficking that was rife after the 2015 earthquakes further increased during the pandemic.  — by @rajeshkantipur"
"The pandemic is testing Nepal’s stand-up comedy scene With no in-person comedy shows, Nepal’s stand-up comics find themselves in unchartered territory.  — by @TseringNgodupL1",pandemic,"the pandemic is testing nepal’s stand-up comedy scene with no in-person comedy shows, nepal’s stand-up comics find themselves in unchartered territory.  — by @tseringngodupl1"
"Pandemic affects breastfeeding, newborn nutrition As authorities failed to inform people that infected mothers can breastfeed, health experts say hundreds of babies have been deprived of breast milk.  — by @arjunpoudeltkp",pandemic,"pandemic affects breastfeeding, newborn nutrition as authorities failed to inform people that infected mothers can breastfeed, health experts say hundreds of babies have been deprived of breast milk.  — by @arjunpoudeltkp"
Nepal gets new prime minister as Deuba of Congress party sworn in The Congress politician has taken over government reins for the fifth time with the responsibility to fight the pandemic &amp; clear up the mess left by his predecessor Oli.  — by @anilkathmandu,pandemic,nepal gets new prime minister as deuba of congress party sworn in the congress politician has taken over government reins for the fifth time with the responsibility to fight the pandemic &amp; clear up the mess left by his predecessor oli.  — by @anilkathmandu
"Monsoon displacements could complicate pandemic Temporary shelters for the displaced can turn into coronavirus hotspots while there is the risk of water-borne and vector-borne infections, doctors say.  — by @arjunpoudeltkp",pandemic,"monsoon displacements could complicate pandemic temporary shelters for the displaced can turn into coronavirus hotspots while there is the risk of water-borne and vector-borne infections, doctors say.  — by @arjunpoudeltkp"
15 gamblers arrested with Rs 1.3 million from a New Road house Police surmise that gambling has thrived as most people are either jobless or have free time due to the pandemic.  — by @dhungana_shuvam,pandemic,15 gamblers arrested with rs 1.3 million from a new road house police surmise that gambling has thrived as most people are either jobless or have free time due to the pandemic.  — by @dhungana_shuvam
"Australia and elsewhere shake off Covid to ring in 2023 Prior to the pandemic, over a million people would join the festivities on the ground in Sydney as a billion spectators tuned in from other parts of the world. ",pandemic,"australia and elsewhere shake off covid to ring in 2023 prior to the pandemic, over a million people would join the festivities on the ground in sydney as a billion spectators tuned in from other parts of the world. "
"Covid is becoming endemic from pandemic, doctors say Public health experts stress regular active surveillance to keep track of new coronavirus variants and to understand the risk.  — by @arjunpoudeltkp",pandemic,"covid is becoming endemic from pandemic, doctors say public health experts stress regular active surveillance to keep track of new coronavirus variants and to understand the risk.  — by @arjunpoudeltkp"
"Beijing, Shenzhen loosen more Covid curbs as China fine-tunes policy Three years into the pandemic, China has been a global outlier with its zero-tolerance approach towards Covid that has seen it enforce lockdowns and frequent virus testing. ",pandemic,"beijing, shenzhen loosen more covid curbs as china fine-tunes policy three years into the pandemic, china has been a global outlier with its zero-tolerance approach towards covid that has seen it enforce lockdowns and frequent virus testing. "
"Reports, experts highlight growing severity of non-communicable diseases Covid-19 pandemic response should not overshadow the risk of other diseases, public health experts say.  — by @arjunpoudeltkp",pandemic,"reports, experts highlight growing severity of non-communicable diseases covid-19 pandemic response should not overshadow the risk of other diseases, public health experts say.  — by @arjunpoudeltkp"
"Government saw a drop in dividend income from public enterprises last fiscal year The Covid-19 pandemic and deferral of loan repayments affected profitability of banks, officials say.  — by @journoprithvi",pandemic,"government saw a drop in dividend income from public enterprises last fiscal year the covid-19 pandemic and deferral of loan repayments affected profitability of banks, officials say.  — by @journoprithvi"
"OPINION: What is the point of the Olympics? Tokyo in 2021, during a pandemic, surely doesn’t need the Olympic Games.  — by Ian Buruma",pandemic,"opinion: what is the point of the olympics? tokyo in 2021, during a pandemic, surely doesn’t need the olympic games.  — by ian buruma"
"Justin Bieber, Lil Nas X take top prizes at Video Music Awards Last year the VMAs took place in New York without a live audience and with most performances recorded in advance because of the pandemic. ",pandemic,"justin bieber, lil nas x take top prizes at video music awards last year the vmas took place in new york without a live audience and with most performances recorded in advance because of the pandemic. "
"Amid pandemic, SriLankan Airlines to make Kathmandu debut The carrier will operate two weekly flights using Airbus A320 aircraft beginning Tuesday. ",pandemic,"amid pandemic, srilankan airlines to make kathmandu debut the carrier will operate two weekly flights using airbus a320 aircraft beginning tuesday. "
"While schools remain closed and key exams have become uncertain due to the pandemic, the education minister hasn’t announced any measures to address the problem.  — by @binodjourno",pandemic,"while schools remain closed and key exams have become uncertain due to the pandemic, the education minister hasn’t announced any measures to address the problem.  — by @binodjourno"
"Canada's Trudeau vows cooperation with opponents after bid for majority fails Trudeau, 49, was re-elected to a third term on Monday after calling a vote two years early, hoping for approval of his free-spending response to the COVID-19 pandemic. ",pandemic,"canada's trudeau vows cooperation with opponents after bid for majority fails trudeau, 49, was re-elected to a third term on monday after calling a vote two years early, hoping for approval of his free-spending response to the covid-19 pandemic. "
"EDITORIAL: Discipline and the public Covid-appropriate behaviour is key to preventing, managing and overcoming the pandemic. ",pandemic,"editorial: discipline and the public covid-appropriate behaviour is key to preventing, managing and overcoming the pandemic. "
"OPINION: The pandemic years Covid-19 exposed a deep divide in how people perceive pandemics, science and vaccination.  — by @sujeevshakya",pandemic,"opinion: the pandemic years covid-19 exposed a deep divide in how people perceive pandemics, science and vaccination.  — by @sujeevshakya"
"Surma Sarovar sees thousands of devotees for Birijaat Mela despite pandemic At least 8,000 individuals visited Surma Sarovar Lake in the last two weeks, according to Surma Rural Municipality office.  — by @bajhangimitra",pandemic,"surma sarovar sees thousands of devotees for birijaat mela despite pandemic at least 8,000 individuals visited surma sarovar lake in the last two weeks, according to surma rural municipality office.  — by @bajhangimitra"
"A play based on pandemic woes Through 'Dhalkeko Salaijo', director and writer Aashant Sharma attempts to tell a story of a family reeling under immense financial challenges because of the Covid-19 pandemic.  — by @ankitkhadgi",pandemic,"a play based on pandemic woes through 'dhalkeko salaijo', director and writer aashant sharma attempts to tell a story of a family reeling under immense financial challenges because of the covid-19 pandemic.  — by @ankitkhadgi"
A foreign tourist poses with a pair of stone guard lions at Bhaktapur Durbar Square on Monday. Nepal’s tourism is gradually recovering after seeing the worst of the Covid pandemic. Photo by: @Anish_PJ ,pandemic,a foreign tourist poses with a pair of stone guard lions at bhaktapur durbar square on monday. nepal’s tourism is gradually recovering after seeing the worst of the covid pandemic. photo by: @anish_pj 
"After a daylong political drama, through a midnight Cabinet meeting, Oli, as he failed to be reappointed, takes country towards elections amid a raging pandemic.  — by @anilkathmandu, @tikapradhan &amp; @binodjourno",pandemic,"after a daylong political drama, through a midnight cabinet meeting, oli, as he failed to be reappointed, takes country towards elections amid a raging pandemic.  — by @anilkathmandu, @tikapradhan &amp; @binodjourno"
Police officers are facing racism and threats for doing their duty during pandemic ‘You should go back to your Madhes’/‘You’ll pay for it’: Video clips of police officers facing abuse in the line of duty raise social media outrage.  — by @dhungana_shuvam,pandemic,police officers are facing racism and threats for doing their duty during pandemic ‘you should go back to your madhes’/‘you’ll pay for it’: video clips of police officers facing abuse in the line of duty raise social media outrage.  — by @dhungana_shuvam
Unexplained flu-like illness: Another pandemic? Influenza-like illness and severe acute respiratory infection have become common in recent years.  — read opinion by Dr Sher Bahadur Pun,pandemic,unexplained flu-like illness: another pandemic? influenza-like illness and severe acute respiratory infection have become common in recent years.  — read opinion by dr sher bahadur pun
"After Covid-19 pandemic, it’s price rise that is biting Nepalis hard There is a government but there is no governance, say experts, as the administration has failed to limit inflation ahead of festivals and elections.  — by @PrasainKrishana",pandemic,"after covid-19 pandemic, it’s price rise that is biting nepalis hard there is a government but there is no governance, say experts, as the administration has failed to limit inflation ahead of festivals and elections.  — by @prasainkrishana"
"Singapore's health ministry said it is looking into an “unusual surge” in infections after the city-state reported 5,324 new cases of Covid-19 on Wednesday, the most since the beginning of the pandemic. ",pandemic,"singapore's health ministry said it is looking into an “unusual surge” in infections after the city-state reported 5,324 new cases of covid-19 on wednesday, the most since the beginning of the pandemic. "
OPINION: How tiny living spaces affect our wellbeing The pandemic has heightened the disadvantage associated with having little living space.  — by Chris Foye,pandemic,opinion: how tiny living spaces affect our wellbeing the pandemic has heightened the disadvantage associated with having little living space.  — by chris foye
"Pandemic may leave Nepal’s poor more deprived, report says According to report people are facing deprivation particularly in the areas of nutrition, water, and cooking fuel due to the pandemic.  — by @journoprithvi",pandemic,"pandemic may leave nepal’s poor more deprived, report says according to report people are facing deprivation particularly in the areas of nutrition, water, and cooking fuel due to the pandemic.  — by @journoprithvi"
"The Euro 2020 tournament was on Thursday blamed for a surge in coronavirus cases as fans have flocked to stadiums, bars and spectator zones across Europe to watch the action while the pandemic still raged. ",pandemic,"the euro 2020 tournament was on thursday blamed for a surge in coronavirus cases as fans have flocked to stadiums, bars and spectator zones across europe to watch the action while the pandemic still raged. "
"The World Bank on Tuesday slashed its global growth forecast by nearly a third to 2.9 percent for 2022, warning that Russia’s invasion of Ukraine has compounded the damage from the Covid-19 pandemic, and many countries now faced recession. ",pandemic,"the world bank on tuesday slashed its global growth forecast by nearly a third to 2.9 percent for 2022, warning that russia’s invasion of ukraine has compounded the damage from the covid-19 pandemic, and many countries now faced recession. "
"OPINION: A dangerous new variant of populism People have grown weary of authoritarianism, corruption, and divisiveness during the pandemic.  — by Michael Burleigh",pandemic,"opinion: a dangerous new variant of populism people have grown weary of authoritarianism, corruption, and divisiveness during the pandemic.  — by michael burleigh"
"Bharat Joshi, a hotel industry veteran, on his new role as the general manager of Akama Hotel, the pandemic’s impact on the industry, and the growth of Nepal’s domestic tourism market.  — by @TseringNgodupL1",pandemic,"bharat joshi, a hotel industry veteran, on his new role as the general manager of akama hotel, the pandemic’s impact on the industry, and the growth of nepal’s domestic tourism market.  — by @tseringngodupl1"
"Citing falling demand from hospitals, oxygen manufacturers seek to resume supply to factories Health Ministry officials say they can’t give permission immediately as the pandemic has yet to come under control.  — by @journoprithvi",pandemic,"citing falling demand from hospitals, oxygen manufacturers seek to resume supply to factories health ministry officials say they can’t give permission immediately as the pandemic has yet to come under control.  — by @journoprithvi"
"Growing food shortages may represent the same health threat to the world as the Covid-19 pandemic, a leading global health figure has warned. ",pandemic,"growing food shortages may represent the same health threat to the world as the covid-19 pandemic, a leading global health figure has warned. "
"Nepal on Sunday reported the first Covid-19 death in 73 days, marking the first death of the fourth wave of the pandemic. ",pandemic,"nepal on sunday reported the first covid-19 death in 73 days, marking the first death of the fourth wave of the pandemic. "
"Dr Anthony Fauci, a public health official who became the face of US government efforts to contain the coronavirus pandemic, tested positive for Covid-19 on Wednesday, the National Institutes of Health said in a statement. ",pandemic,"dr anthony fauci, a public health official who became the face of us government efforts to contain the coronavirus pandemic, tested positive for covid-19 on wednesday, the national institutes of health said in a statement. "
Indirect causes fuelling maternal deaths in pandemic 84 women died during childbirth in six months. Doctors blame infections caused by lack of timely treatment for many deaths.  — by @arjunpoudeltkp,pandemic,indirect causes fuelling maternal deaths in pandemic 84 women died during childbirth in six months. doctors blame infections caused by lack of timely treatment for many deaths.  — by @arjunpoudeltkp
I earned substantial revenue through my own channel so during the Covid-19 pandemic I need not to worry about my livelihood: Suman #KantipurConclave2022 ,pandemic,i earned substantial revenue through my own channel so during the covid-19 pandemic i need not to worry about my livelihood: suman #kantipurconclave2022 
"After failing to get reappointed as prime minister, KP Sharma Oli repeats his December 20 move, taking the country towards elections amid the raging Covid-19 pandemic.  — by @anilkathmandu, @tikapradhan &amp; @binodjourno",pandemic,"after failing to get reappointed as prime minister, kp sharma oli repeats his december 20 move, taking the country towards elections amid the raging covid-19 pandemic.  — by @anilkathmandu, @tikapradhan &amp; @binodjourno"
"At least one person confirmed to have Covid-19 has died in North Korea and hundreds of thousands have shown fever symptoms, state media said on Friday, offering hints at the potentially dire scale of country’s first confirmed outbreak of the pandemic. ",pandemic,"at least one person confirmed to have covid-19 has died in north korea and hundreds of thousands have shown fever symptoms, state media said on friday, offering hints at the potentially dire scale of country’s first confirmed outbreak of the pandemic. "
"Businesses become casualties of coronavirus The pandemic has devastated small and medium firms, robbing thousands of livelihoods.  — by @journoprithvi",pandemic,"businesses become casualties of coronavirus the pandemic has devastated small and medium firms, robbing thousands of livelihoods.  — by @journoprithvi"
"@asianewsnetwork Asian urban populations avoided public transit and increased the use of new transit modes, food delivery apps during the pandemic, and these trends continued even after the restrictions were lifted. WATCH: Ride-Hailing by @DrishnaS #Nepal ",pandemic,"@asianewsnetwork asian urban populations avoided public transit and increased the use of new transit modes, food delivery apps during the pandemic, and these trends continued even after the restrictions were lifted. watch: ride-hailing by @drishnas #nepal "
OPINION: Better data can save more lives There was a palpable increase in the public appetite for data during the Covid pandemic.  — by Pranaya Ratna Sthapit,pandemic,opinion: better data can save more lives there was a palpable increase in the public appetite for data during the covid pandemic.  — by pranaya ratna sthapit
"In this interview with the Post's @TseringNgodupL1, hotel industry veteran Bharat Joshi talks about his new role as the general manager of Akama Hotel, the pandemic’s impact on the industry, and the growth of Nepal’s domestic tourism market. ",pandemic,"in this interview with the post's @tseringngodupl1, hotel industry veteran bharat joshi talks about his new role as the general manager of akama hotel, the pandemic’s impact on the industry, and the growth of nepal’s domestic tourism market. "
"With Congress leading government, its general convention becomes uncertain Dispute over party membership, focus on governance, pandemic, natural calamities &amp; Deuba’s desire to lead party for another term could mean it will be postponed.  —by @anilkathmandu",pandemic,"with congress leading government, its general convention becomes uncertain dispute over party membership, focus on governance, pandemic, natural calamities &amp; deuba’s desire to lead party for another term could mean it will be postponed.  —by @anilkathmandu"
"A Bangladeshi drugmaker will soon begin selling the world's first generic version of Merck's Covid-19 pill, molnupiravir, which has been touted as a potential game-changer in the fight against the pandemic. ",pandemic,"a bangladeshi drugmaker will soon begin selling the world's first generic version of merck's covid-19 pill, molnupiravir, which has been touted as a potential game-changer in the fight against the pandemic. "
Auditor General’s report points out anomalies in pandemic management and procurements  — by @journoprithvi,pandemic,auditor general’s report points out anomalies in pandemic management and procurements  — by @journoprithvi
"Import of medical equipment almost double amid pandemic Particularly, the import from China had surged by around 104.8 percent to Rs2.9 billion in the first 11 months of fiscal 2019-20 on a year on year basis.  — by @journoprithvi",pandemic,"import of medical equipment almost double amid pandemic particularly, the import from china had surged by around 104.8 percent to rs2.9 billion in the first 11 months of fiscal 2019-20 on a year on year basis.  — by @journoprithvi"
PHOTOS UPDATED: 2565th Buddha Jayanti being observed across country Celebrations this year have seen limited numbers of people in view of the pandemic.  — by @Sayami &amp; Manoj Paudel ,pandemic,photos updated: 2565th buddha jayanti being observed across country celebrations this year have seen limited numbers of people in view of the pandemic.  — by @sayami &amp; manoj paudel 
PHOTOS: 2565th Buddha Jayanti being observed across country Celebrations this year have seen limited numbers of people in view of the pandemic.  — by @Sayami ,pandemic,photos: 2565th buddha jayanti being observed across country celebrations this year have seen limited numbers of people in view of the pandemic.  — by @sayami 
153 MBBS graduates have suffered because China is not permitting them re-entry citing the pandemic while the Nepal government is not willing to allow them internship opportunities here.  — by @binodjourno,pandemic,153 mbbs graduates have suffered because china is not permitting them re-entry citing the pandemic while the nepal government is not willing to allow them internship opportunities here.  — by @binodjourno
"Government yet to buy oxygen-related supplies to treat Covid-19 patients As the second wave of Covid-19 pandemic grips the country, the government has so far wholly relied on donors and private sector for crucial medical equipment.  — by @journoprithvi",pandemic,"government yet to buy oxygen-related supplies to treat covid-19 patients as the second wave of covid-19 pandemic grips the country, the government has so far wholly relied on donors and private sector for crucial medical equipment.  — by @journoprithvi"
"Don’t drop the guard against Covid-19, experts caution after WHO downgrade The pandemic’s ‘global health emergency’ status may be over, but vulnerable groups in Nepal continue to be at risk.  — by @arjunpoudeltkp",pandemic,"don’t drop the guard against covid-19, experts caution after who downgrade the pandemic’s ‘global health emergency’ status may be over, but vulnerable groups in nepal continue to be at risk.  — by @arjunpoudeltkp"
"Almost three times as many people have died as a result of Covid-19 as the official data show, according to a new World Health Organization report, the most comprehensive look at the true global toll of the pandemic so far. ",pandemic,"almost three times as many people have died as a result of covid-19 as the official data show, according to a new world health organization report, the most comprehensive look at the true global toll of the pandemic so far. "
Pandemic-battered foreign recruitment industry seeks government support  — by @CK_Mandal,pandemic,pandemic-battered foreign recruitment industry seeks government support  — by @ck_mandal
"Nepal Veterinary Association starts free phone consultation service for livestock farmers and pet owners The 24-hour service is available only on calls made from Nepal Telecom numbers and will be available throughout the pandemic, the association says. ",pandemic,"nepal veterinary association starts free phone consultation service for livestock farmers and pet owners the 24-hour service is available only on calls made from nepal telecom numbers and will be available throughout the pandemic, the association says. "
State-owned companies withdraw discount on groceries citing end of lockdown Finance Ministry says it has given no such instruction as general public continues to suffer from pandemic curbs.  — by @PrasainKrishana,pandemic,state-owned companies withdraw discount on groceries citing end of lockdown finance ministry says it has given no such instruction as general public continues to suffer from pandemic curbs.  — by @prasainkrishana
"World leaders are returning to the United Nations in New York this week with a focus on boosting efforts to fight both climate change and the Covid-19 pandemic, which last year forced them to send video statements for the annual gathering. ",pandemic,"world leaders are returning to the united nations in new york this week with a focus on boosting efforts to fight both climate change and the covid-19 pandemic, which last year forced them to send video statements for the annual gathering. "
"Trust in Indonesian President Joko Widodo's ability to handle the pandemic has fallen sharply among the public, a survey showed, as authorities struggle to contain a wave of coronavirus infections that has pushed hospitals to breaking point. ",pandemic,"trust in indonesian president joko widodo's ability to handle the pandemic has fallen sharply among the public, a survey showed, as authorities struggle to contain a wave of coronavirus infections that has pushed hospitals to breaking point. "
Tens of thousands of Nepali youths at home and in labour destination countries continue to face numerous hurdles due to the ongoing second wave of the Covid-19 pandemic.  — by @CK_Mandal,pandemic,tens of thousands of nepali youths at home and in labour destination countries continue to face numerous hurdles due to the ongoing second wave of the covid-19 pandemic.  — by @ck_mandal
Human trafficking that was rife after the 2015 earthquakes further increased during the pandemic. 👉 Details:  #TheKathmanduPost ,pandemic,human trafficking that was rife after the 2015 earthquakes further increased during the pandemic. 👉 details:  #thekathmandupost 
Pandemic worsens disparities in children’s development and learning in Nepal: UNICEF survey ,pandemic,pandemic worsens disparities in children’s development and learning in nepal: unicef survey 
15 gamblers arrested with Rs 1.3 million from a New Road house Police surmise that gambling has thrived as most people are either jobless or have free time due to the pandemic. ,pandemic,15 gamblers arrested with rs 1.3 million from a new road house police surmise that gambling has thrived as most people are either jobless or have free time due to the pandemic. 
Kanchanpur local units hire doctors for primary health centres Arrival of doctors in village health posts comes as a boon for people during the time of pandemic.  — by Bhawani Bhatta,pandemic,kanchanpur local units hire doctors for primary health centres arrival of doctors in village health posts comes as a boon for people during the time of pandemic.  — by bhawani bhatta
Candidates ask yarsa pickers to stay back for polls but few are interested Many people are in a hurry to go to the uplands this harvesting season since they haven’t been able to make the journey in the last two years because of the pandemic.  — by DB Budha,pandemic,candidates ask yarsa pickers to stay back for polls but few are interested many people are in a hurry to go to the uplands this harvesting season since they haven’t been able to make the journey in the last two years because of the pandemic.  — by db budha
"Hong Kong working-class district reels as Covid runs rampant Once largely insulated from the coronavirus pandemic, Hong Kong is facing a citywide outbreak, with businesses buckling and some losing patience with the government’s ‘zero Covid’ policies. ",pandemic,"hong kong working-class district reels as covid runs rampant once largely insulated from the coronavirus pandemic, hong kong is facing a citywide outbreak, with businesses buckling and some losing patience with the government’s ‘zero covid’ policies. "
